Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
95	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Je prends du pain avec du beurre et de la confiture.	1	Opp#1 ANSWER	2006-04-12 17:33:35	2006-04-12 17:33:45		2006-04-12 17:33:46	11	.	11	incorrect	3	0	0	.	Single-KC	95	0.5519	KC125	1	
96	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Je bois du café.	1	Opp#1 ANSWER	2006-04-12 17:33:46	2006-04-12 17:34:14		2006-04-12 17:34:32	46	.	46	incorrect	2	0	0	.	Single-KC	96	0.5517	KC295	1	
97	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Je ne prends pas de lait dans mon café.	1	Opp#1 ANSWER	2006-04-12 17:34:32	2006-04-12 17:35:53		2006-04-12 17:37:10	158	.	158	incorrect	2	0	0	.	Single-KC	97	0.5515	KC333	1	
98	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Parce que j'ai horreur du lait.	1	Opp#1 ANSWER	2006-04-12 17:37:10	2006-04-12 17:37:27		2006-04-12 17:38:16	66	.	66	incorrect	3	0	0	.	Single-KC	98	0.5513	KC136	1	
99	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	J'adore le café.	1	Opp#1 ANSWER	2006-04-12 17:38:16	2006-04-12 17:38:55	2006-04-12 17:38:55	2006-04-12 17:38:55	39	39	.	correct	0	0	1	.	Single-KC	99	0.5511	KC7	1	
100	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	A midi, je mange au restau-u avec mes amis.	1	Opp#1 ANSWER	2006-04-12 17:38:55	2006-04-12 17:41:57		2006-04-12 17:42:44	229	.	229	incorrect	3	0	0	.	Single-KC	100	0.5509	KC101	1	
101	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Je prends souvent un sandwich ou une pizza.	1	Opp#1 ANSWER	2006-04-12 17:42:44	2006-04-12 17:43:49		2006-04-12 17:44:38	114	.	114	incorrect	3	0	0	.	Single-KC	101	0.5507	KC247	1	
102	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Le soir je mange chez moi avec mes parents.	1	Opp#1 ANSWER	2006-04-12 17:44:38	2006-04-12 17:45:16	2006-04-12 17:45:16	2006-04-12 17:45:16	38	38	.	correct	0	0	1	.	Single-KC	102	0.5505	KC315	1	
103	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Nous mangeons un repas complet.	1	Opp#1 ANSWER	2006-04-12 17:45:16	2006-04-12 17:45:35		2006-04-12 17:45:36	20	.	20	incorrect	3	0	0	.	Single-KC	103	0.5503	KC156	1	
104	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Avec une_entrée, un plat principal, du fromage et un dessert.	1	Opp#1 ANSWER	2006-04-12 17:45:36	2006-04-12 17:47:39		2006-04-12 17:47:56	140	.	140	incorrect	3	0	0	.	Single-KC	104	0.5501	KC276	1	
105	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Mes parents boivent du vin.	1	Opp#1 ANSWER	2006-04-12 17:47:56	2006-04-12 17:50:26		2006-04-12 17:50:47	171	.	171	incorrect	2	0	0	.	Single-KC	105	0.5499	KC68	1	
106	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Moi, je n'aime pas le vin.	1	Opp#1 ANSWER	2006-04-12 17:50:47	2006-04-12 17:51:21		2006-04-12 17:51:27	40	.	40	incorrect	3	0	0	.	Single-KC	106	0.5497	KC57	1	
107	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Mais j'ai souvent très soif.	1	Opp#1 ANSWER	2006-04-12 17:51:27	2006-04-12 17:51:56		2006-04-12 17:52:39	72	.	72	incorrect	2	0	0	.	Single-KC	107	0.5495	KC331	1	
108	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 L5a	Je bois donc de l'eau.	1	Opp#1 ANSWER	2006-04-12 17:52:39	2006-04-12 17:53:06		2006-04-12 17:54:19	100	.	100	incorrect	3	0	0	.	Single-KC	108	0.5493	KC203	1	
109	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Au revoir, monsieur.	1	Opp#1 ANSWER	2006-08-09 05:16:12	2006-08-09 05:16:12		2006-08-09 05:17:17	65	.	65	incorrect	3	0	0	.	Single-KC	109	0.5491			
110	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Bonjour, Madame.	1	Opp#1 ANSWER	2006-08-09 05:17:17	2006-08-09 05:17:37	2006-08-09 05:17:37	2006-08-09 05:17:37	20	20	.	correct	0	0	1	.	Single-KC	110	0.5489			
111	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	C'est moi.	1	Opp#1 ANSWER	2006-08-09 05:17:37	2006-08-09 05:17:52	2006-08-09 05:17:52	2006-08-09 05:17:52	15	15	.	correct	0	0	1	.	Single-KC	111	0.5487			
112	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Comment allez-vous, Madame?	1	Opp#1 ANSWER	2006-08-09 05:17:52	2006-08-09 05:18:16	2006-08-09 05:18:16	2006-08-09 05:18:16	24	24	.	correct	0	0	1	.	Single-KC	112	0.5485			
113	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Elles vont à Paris.	1	Opp#1 ANSWER	2006-08-09 05:18:16	2006-08-09 05:18:52	2006-08-09 05:18:52	2006-08-09 05:18:52	36	36	.	correct	0	0	1	.	Single-KC	113	0.5483			
114	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Elle va aux Antilles.	1	Opp#1 ANSWER	2006-08-09 05:18:52	2006-08-09 05:19:27		2006-08-09 05:20:26	94	.	94	incorrect	3	0	0	.	Single-KC	114	0.5481			
115	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Et vous, vous êtes américains?	1	Opp#1 ANSWER	2006-08-09 05:20:26	2006-08-09 05:21:36		2006-08-09 05:24:57	271	.	271	incorrect	3	0	0	.	Single-KC	115	0.5479			
116	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Je vais à la plage.	1	Opp#1 ANSWER	2006-08-09 05:24:57	2006-08-09 05:25:18		2006-08-09 05:25:49	52	.	52	incorrect	2	0	0	.	Single-KC	116	0.5477			
117	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Nous étudions.	1	Opp#1 ANSWER	2006-08-09 05:25:49	2006-08-09 05:26:47	2006-08-09 05:26:47	2006-08-09 05:26:47	58	58	.	correct	0	0	1	.	Single-KC	117	0.5475			
118	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Nous sommes étudiants.	1	Opp#1 ANSWER	2006-08-09 05:26:47	2006-08-09 05:27:15	2006-08-09 05:27:15	2006-08-09 05:27:15	28	28	.	correct	0	0	1	.	Single-KC	118	0.5473			
119	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Où est-il?	1	Opp#1 ANSWER	2006-08-09 05:27:15	2006-08-09 05:27:31		2006-08-09 05:28:02	47	.	47	incorrect	3	0	0	.	Single-KC	119	0.5471			
120	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Oui, ça va.	1	Opp#1 ANSWER	2006-08-09 05:28:02	2006-08-09 05:28:26	2006-08-09 05:28:26	2006-08-09 05:28:26	24	24	.	correct	0	0	1	.	Single-KC	120	0.5469			
121	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Qu'est-ce que tu étudies?	1	Opp#1 ANSWER	2006-08-09 05:28:26	2006-08-09 05:29:24		2006-08-09 05:31:34	188	.	188	incorrect	2	0	0	.	Single-KC	121	0.5467			
122	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Quelle est ta musique favorite?	1	Opp#1 ANSWER	2006-08-09 05:31:34	2006-08-09 05:32:01	2006-08-09 05:32:01	2006-08-09 05:32:01	27	27	.	correct	0	0	1	.	Single-KC	122	0.5465			
123	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Tu vas bien.	1	Opp#1 ANSWER	2006-08-09 05:32:01	2006-08-09 05:32:12		2006-08-09 05:32:16	15	.	15	incorrect	2	0	0	.	Single-KC	123	0.5463			
124	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Vous êtes de Montréal.	1	Opp#1 ANSWER	2006-08-09 05:32:16	2006-08-09 05:32:49		2006-08-09 05:33:46	90	.	90	incorrect	3	0	0	.	Single-KC	124	0.5461			
125	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Au revoir, monsieur.	2	Opp#2 ANSWER	2006-08-09 05:33:46	2006-08-09 05:34:10		2006-08-09 05:34:16	30	.	30	incorrect	2	0	0	.	Single-KC	125	0.5459			
126	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Elle va aux Antilles.	2	Opp#2 ANSWER	2006-08-09 05:34:16	2006-08-09 05:34:35		2006-08-09 05:34:43	27	.	27	incorrect	2	0	0	.	Single-KC	126	0.5457			
127	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Et vous, vous êtes américains?	2	Opp#2 ANSWER	2006-08-09 05:34:43	2006-08-09 05:35:26		2006-08-09 05:35:39	56	.	56	incorrect	2	0	0	.	Single-KC	127	0.5455			
128	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Je vais à la plage.	2	Opp#2 ANSWER	2006-08-09 05:35:39	2006-08-09 05:36:01	2006-08-09 05:36:01	2006-08-09 05:36:01	22	22	.	correct	0	0	1	.	Single-KC	128	0.5453			
129	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Où est-il?	2	Opp#2 ANSWER	2006-08-09 05:36:01	2006-08-09 05:36:21		2006-08-09 05:36:29	28	.	28	incorrect	2	0	0	.	Single-KC	129	0.5451			
130	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Qu'est-ce que tu étudies?	2	Opp#2 ANSWER	2006-08-09 05:36:29	2006-08-09 05:36:58		2006-08-09 05:37:05	36	.	36	incorrect	2	0	0	.	Single-KC	130	0.5449			
131	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Tu vas bien.	2	Opp#2 ANSWER	2006-08-09 05:37:05	2006-08-09 05:37:17	2006-08-09 05:37:17	2006-08-09 05:37:17	12	12	.	correct	0	0	1	.	Single-KC	131	0.5447			
132	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Vous êtes de Montréal.	2	Opp#2 ANSWER	2006-08-09 05:37:17	2006-08-09 05:37:57		2006-08-09 05:38:03	46	.	46	incorrect	2	0	0	.	Single-KC	132	0.5445			
133	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Au revoir, monsieur.	3	Opp#3 ANSWER	2006-08-09 05:38:03	2006-08-09 05:38:19		2006-08-09 05:38:24	21	.	21	incorrect	2	0	0	.	Single-KC	133	0.5443			
134	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Elle va aux Antilles.	3	Opp#3 ANSWER	2006-08-09 05:38:24	2006-08-09 05:38:35	2006-08-09 05:38:35	2006-08-09 05:38:35	11	11	.	correct	0	0	1	.	Single-KC	134	0.5441			
135	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Et vous, vous êtes américains?	3	Opp#3 ANSWER	2006-08-09 05:38:35	2006-08-09 05:38:57	2006-08-09 05:38:57	2006-08-09 05:38:57	22	22	.	correct	0	0	1	.	Single-KC	135	0.5439			
136	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Où est-il?	3	Opp#3 ANSWER	2006-08-09 05:38:57	2006-08-09 05:39:15	2006-08-09 05:39:15	2006-08-09 05:39:15	18	18	.	correct	0	0	1	.	Single-KC	136	0.5437			
137	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Qu'est-ce que tu étudies?	3	Opp#3 ANSWER	2006-08-09 05:39:15	2006-08-09 05:39:32	2006-08-09 05:39:32	2006-08-09 05:39:32	17	17	.	correct	0	0	1	.	Single-KC	137	0.5435			
138	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Vous êtes de Montréal.	3	Opp#3 ANSWER	2006-08-09 05:39:32	2006-08-09 05:39:56	2006-08-09 05:39:56	2006-08-09 05:39:56	24	24	.	correct	0	0	1	.	Single-KC	138	0.5433			
139	All Data	Stu_0bbc1740a5b1cb423d24a702ed28513d	 lapin.log	Au revoir, monsieur.	4	Opp#4 ANSWER	2006-08-09 05:39:56	2006-08-09 05:40:07	2006-08-09 05:40:07	2006-08-09 05:40:07	11	11	.	correct	0	0	1	.	Single-KC	139	0.5431			
140	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	aux îles du Pacifique	1	Opp#1 ANSWER	2005-04-10 19:05:47	2005-04-10 19:05:47	2005-04-10 20:18:05	2005-04-10 20:18:05	27	.	27	incorrect	2	0	1	.	Single-KC	1	0.4457	KC302	1	
141	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	l'automne	1	Opp#1 ANSWER	2005-04-10 20:18:05	2005-04-10 20:18:33		2005-04-10 20:19:10	65	.	65	incorrect	2	0	0	.	Single-KC	2	0.4455	KC157	1	
142	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	un gros bébé	1	Opp#1 ANSWER	2005-04-10 20:19:10	2005-04-10 20:20:39	2005-04-10 20:20:39	2005-04-10 20:20:39	89	89	.	correct	0	0	1	.	Single-KC	3	0.4453	KC153	1	
143	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	deux jeunes chats	1	Opp#1 ANSWER	2005-04-10 20:20:39	2005-04-10 20:21:02	2005-04-10 20:21:02	2005-04-10 20:21:02	23	23	.	correct	0	0	1	.	Single-KC	4	0.4451	KC346	1	
144	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	deux mauvais garçons	1	Opp#1 ANSWER	2005-04-10 20:21:02	2005-04-10 20:21:48		2005-04-10 20:22:00	58	.	58	incorrect	2	0	0	.	Single-KC	5	0.4449	KC77	1	
145	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	un homme grand	1	Opp#1 ANSWER	2005-04-10 20:22:00	2005-04-10 20:22:12	2005-04-10 20:22:12	2005-04-10 20:22:12	12	12	.	correct	0	0	1	.	Single-KC	6	0.4447	KC297	1	
146	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	un joli sourire	1	Opp#1 ANSWER	2005-04-10 20:22:12	2005-04-10 20:22:29		2005-04-10 20:23:51	99	.	99	incorrect	2	0	0	.	Single-KC	7	0.4445	KC378	1	
147	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	l'étudiant canadien	1	Opp#1 ANSWER	2005-04-10 20:23:51	2005-04-10 20:25:32	2005-04-10 20:25:32	2005-04-10 20:25:32	101	101	.	correct	0	0	1	.	Single-KC	8	0.4443	KC420	1	
148	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	l'hiver	1	Opp#1 ANSWER	2005-04-10 20:25:32	2005-04-10 20:25:44		2005-04-10 20:26:51	79	.	79	incorrect	2	0	0	.	Single-KC	9	0.4441	KC171	1	
149	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	la Guadeloupe	1	Opp#1 ANSWER	2005-04-10 20:26:51	2005-04-10 20:26:59	2005-04-10 20:26:59	2005-04-10 20:26:59	8	8	.	correct	0	0	1	.	Single-KC	10	0.4439	KC17	1	
150	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	un grand homme	1	Opp#1 ANSWER	2005-04-10 20:26:59	2005-04-10 20:27:12	2005-04-10 20:27:12	2005-04-10 20:27:12	13	13	.	correct	0	0	1	.	Single-KC	11	0.4437	KC248	1	
151	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	une belle femme	1	Opp#1 ANSWER	2005-04-10 20:27:12	2005-04-10 20:27:20	2005-04-10 20:27:20	2005-04-10 20:27:20	8	8	.	correct	0	0	1	.	Single-KC	12	0.4435	KC438	1	
152	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	le cinq septembre	1	Opp#1 ANSWER	2005-04-10 20:27:20	2005-04-10 20:27:31	2005-04-10 20:27:31	2005-04-10 20:27:31	11	11	.	correct	0	0	1	.	Single-KC	13	0.4433	KC306	1	
153	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	cinquante-cinq	1	Opp#1 ANSWER	2005-04-10 20:27:31	2005-04-10 20:27:41	2005-04-10 20:27:41	2005-04-10 20:27:41	10	10	.	correct	0	0	1	.	Single-KC	14	0.4431	KC234	1	
154	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	cinquante-quatre	1	Opp#1 ANSWER	2005-04-10 20:27:41	2005-04-10 20:28:15	2005-04-10 20:28:15	2005-04-10 20:28:15	34	34	.	correct	0	0	1	.	Single-KC	15	0.4429	KC105	1	
155	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	une grosse voiture	1	Opp#1 ANSWER	2005-04-10 20:28:15	2005-04-10 20:28:31	2005-04-10 20:28:31	2005-04-10 20:28:31	16	16	.	correct	0	0	1	.	Single-KC	16	0.4427	KC190	1	
156	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	un grand écrivain	1	Opp#1 ANSWER	2005-04-10 20:28:31	2005-04-10 20:29:14		2005-04-10 20:29:21	50	.	50	incorrect	2	0	0	.	Single-KC	17	0.4425	KC85	1	
157	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	départements d'outre-mer	1	Opp#1 ANSWER	2005-04-10 20:29:21	2005-04-10 20:31:48	2005-04-10 20:31:48	2005-04-10 20:31:48	147	147	.	correct	0	0	1	.	Single-KC	18	0.4423	KC366	1	
158	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	deux bonnes écoles	1	Opp#1 ANSWER	2005-04-10 20:31:48	2005-04-10 20:32:40		2005-04-10 20:33:03	75	.	75	incorrect	2	0	0	.	Single-KC	19	0.4421	KC361	1	
159	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	deux bons parents	1	Opp#1 ANSWER	2005-04-10 20:33:03	2005-04-10 20:34:17	2005-04-10 20:34:17	2005-04-10 20:34:17	74	74	.	correct	0	0	1	.	Single-KC	20	0.4419	KC262	1	
160	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	deux gros hommes	1	Opp#1 ANSWER	2005-04-10 20:34:17	2005-04-10 20:34:35	2005-04-10 20:34:35	2005-04-10 20:34:35	18	18	.	correct	0	0	1	.	Single-KC	21	0.4417	KC274	1	
161	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	une jeune femme	1	Opp#1 ANSWER	2005-04-10 20:34:35	2005-04-10 20:34:57	2005-04-10 20:34:57	2005-04-10 20:34:57	22	22	.	correct	0	0	1	.	Single-KC	22	0.4415	KC439	1	
162	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	une mauvaise voiture	1	Opp#1 ANSWER	2005-04-10 20:34:57	2005-04-10 20:35:13	2005-04-10 20:35:13	2005-04-10 20:35:13	16	16	.	correct	0	0	1	.	Single-KC	23	0.4413	KC207	1	
163	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	vingt-neuf	1	Opp#1 ANSWER	2005-04-10 20:35:13	2005-04-10 20:35:23	2005-04-10 20:35:23	2005-04-10 20:35:23	10	10	.	correct	0	0	1	.	Single-KC	24	0.4411	KC3	1	
164	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	deux vieilles femmes	1	Opp#1 ANSWER	2005-04-10 20:35:23	2005-04-10 20:35:42	2005-04-10 20:35:42	2005-04-10 20:35:42	19	19	.	correct	0	0	1	.	Single-KC	25	0.4409	KC182	1	
165	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	deux vieux hommes	1	Opp#1 ANSWER	2005-04-10 20:35:42	2005-04-10 20:36:06	2005-04-10 20:36:06	2005-04-10 20:36:06	24	24	.	correct	0	0	1	.	Single-KC	26	0.4407	KC66	1	
166	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	généreuse	1	Opp#1 ANSWER	2005-04-10 20:36:06	2005-04-10 20:37:30	2005-04-10 20:37:30	2005-04-10 20:37:30	84	84	.	correct	0	0	1	.	Single-KC	27	0.4405	KC75	1	
167	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	généreux	1	Opp#1 ANSWER	2005-04-10 20:37:30	2005-04-10 20:37:47	2005-04-10 20:37:47	2005-04-10 20:37:47	17	17	.	correct	0	0	1	.	Single-KC	28	0.4403	KC49	1	
168	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	les saisons et les mois	1	Opp#1 ANSWER	2005-04-10 20:37:47	2005-04-10 20:38:35	2005-04-10 20:38:35	2005-04-10 20:38:35	48	48	.	correct	0	0	1	.	Single-KC	29	0.4401	KC235	1	
169	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	notre chat	1	Opp#1 ANSWER	2005-04-10 20:38:35	2005-04-10 20:38:53	2005-04-10 20:38:53	2005-04-10 20:38:53	18	18	.	correct	0	0	1	.	Single-KC	30	0.4399	KC73	1	
170	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	quarante-et-un	1	Opp#1 ANSWER	2005-04-10 20:38:53	2005-04-10 20:39:05	2005-04-10 20:39:05	2005-04-10 20:39:05	12	12	.	correct	0	0	1	.	Single-KC	31	0.4397	KC189	1	
171	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	son frère	1	Opp#1 ANSWER	2005-04-10 20:39:05	2005-04-10 20:39:16		2005-04-10 20:39:22	17	.	17	incorrect	3	0	0	.	Single-KC	32	0.4395	KC415	1	
172	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	trente-deux	1	Opp#1 ANSWER	2005-04-10 20:39:22	2005-04-10 20:39:41	2005-04-10 20:39:41	2005-04-10 20:39:41	19	19	.	correct	0	0	1	.	Single-KC	33	0.4393	KC94	1	
173	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	un beau jardin	1	Opp#1 ANSWER	2005-04-10 20:39:41	2005-04-10 20:41:10		2005-04-10 20:44:40	299	.	299	incorrect	3	0	0	.	Single-KC	34	0.4391	KC149	1	
174	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	une bonne amie	1	Opp#1 ANSWER	2005-04-10 20:44:40	2005-04-10 20:44:55	2005-04-10 20:44:55	2005-04-10 20:44:55	15	15	.	correct	0	0	1	.	Single-KC	35	0.4389	KC372	1	
175	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	deux grosses filles	1	Opp#1 ANSWER	2005-04-10 20:44:55	2005-04-10 20:45:30	2005-04-10 20:45:30	2005-04-10 20:45:30	35	35	.	correct	0	0	1	.	Single-KC	36	0.4387	KC58	1	
176	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	l'automne	2	Opp#2 ANSWER	2005-04-10 20:45:30	2005-04-10 20:46:26	2005-04-10 20:46:26	2005-04-10 20:46:26	56	56	.	correct	0	0	1	.	Single-KC	37	0.4385	KC178	1	
177	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	deux mauvais garçons	2	Opp#2 ANSWER	2005-04-10 20:46:26	2005-04-10 20:47:56	2005-04-10 20:47:56	2005-04-10 20:47:56	90	90	.	correct	0	0	1	.	Single-KC	38	0.4383	KC401	1	
178	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	un joli sourire	2	Opp#2 ANSWER	2005-04-10 20:47:56	2005-04-10 20:48:16	2005-04-10 20:48:16	2005-04-10 20:48:16	20	20	.	correct	0	0	1	.	Single-KC	39	0.4381	KC184	1	
179	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	l'hiver	2	Opp#2 ANSWER	2005-04-10 20:48:16	2005-04-10 20:48:25	2005-04-10 20:48:25	2005-04-10 20:48:25	9	9	.	correct	0	0	1	.	Single-KC	40	0.4379	KC343	1	
180	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	un grand écrivain	2	Opp#2 ANSWER	2005-04-10 20:48:25	2005-04-10 20:49:32	2005-04-10 20:49:32	2005-04-10 20:49:32	67	67	.	correct	0	0	1	.	Single-KC	41	0.4377	KC117	1	
181	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	deux bonnes écoles	2	Opp#2 ANSWER	2005-04-10 20:49:32	2005-04-10 20:50:07		2005-04-10 20:50:16	44	.	44	incorrect	2	0	0	.	Single-KC	42	0.4375	KC233	1	
182	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	son frère	2	Opp#2 ANSWER	2005-04-10 20:50:16	2005-04-10 20:50:34		2005-04-10 20:51:43	87	.	87	incorrect	3	0	0	.	Single-KC	43	0.4373	KC197	1	
183	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	un beau jardin	2	Opp#2 ANSWER	2005-04-10 20:51:43	2005-04-10 20:52:00		2005-04-10 20:52:08	25	.	25	incorrect	3	0	0	.	Single-KC	44	0.4371	KC148	1	
184	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	deux bonnes écoles	3	Opp#3 ANSWER	2005-04-10 20:52:08	2005-04-10 20:52:31	2005-04-10 20:52:31	2005-04-10 20:52:31	23	23	.	correct	0	0	1	.	Single-KC	45	0.4369	KC423	1	
185	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	son frère	3	Opp#3 ANSWER	2005-04-10 20:52:31	2005-04-10 20:53:35	2005-04-10 20:53:35	2005-04-10 20:53:35	64	64	.	correct	0	0	1	.	Single-KC	46	0.4367			
186	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2a	un beau jardin	3	Opp#3 ANSWER	2005-04-10 20:53:35	2005-04-10 20:53:43	2005-04-10 20:53:43	2005-04-10 20:53:43	8	8	.	correct	0	0	1	.	Single-KC	47	0.4365	KC216	1	
187	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2b	Aimez-vous chanter.	1	Opp#1 ANSWER	2005-04-10 20:53:43	2005-04-10 20:55:31	2005-04-10 20:55:31	2005-04-10 20:55:31	108	108	.	correct	0	0	1	.	Single-KC	48	0.4364	KC396	1	
188	All Data	Stu_12ec895cfbe33b4ba4562bea2366f5ff	 L2b	Elle a dix-sept ans.	1	Opp#1 ANSWER	2005-04-10 20:55:31	2005-04-10 20:55:52		2005-04-10 20:56:03	32	.	32	incorrect	2	0	0	.	Single-KC	49	0.4362	KC385	1	
